t_s,delta_p_pu,delta_q_pu,delta_p_network_pu,delta_q_network_pu,delta_p_with_load_pu,delta_q_with_load_pu,p_network_abs_pu,q_network_abs_pu,p_network_ref_pu,q_network_ref_pu,delta_p_load_pu,delta_q_load_pu,angle_source,angle_is_exact_bus_voltage,asset_type,source
0.0,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,0.000826524610178403,-0.0060064281628360305,5.600826524610178,0.9131017557795497,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.18,0.10679523861029505,-0.7851529706263599,0.10679523861029505,-0.7851529706263599,0.10679523861029505,-0.7851529706263599,5.706795238610295,0.13395521331602578,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.19,0.1067269069930763,-0.7823520088854258,0.1067269069930763,-0.7823520088854258,0.1067269069930763,-0.7823520088854258,5.706726906993076,0.13675617505695992,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.2,0.10664481933707393,-0.7795691840592947,0.10664481933707393,-0.7795691840592947,0.10664481933707393,-0.7795691840592947,5.706644819337074,0.13953899988309104,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.21,0.10654789426153322,-0.776804566349635,0.10654789426153322,-0.776804566349635,0.10654789426153322,-0.776804566349635,5.706547894261533,0.14230361759275068,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.22,0.10643529292363851,-0.7740582294710273,0.10643529292363851,-0.7740582294710273,0.10643529292363851,-0.7740582294710273,5.706435292923638,0.14504995447135838,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.23,0.10630641401781737,-0.7713302496569288,0.10630641401781737,-0.7713302496569288,0.10630641401781737,-0.7713302496569288,5.706306414017817,0.14777793428545694,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.24,0.10616089008484053,-0.7686207053242706,0.10616089008484053,-0.7686207053242706,0.10616089008484053,-0.7686207053242706,5.70616089008484,0.15048747861811507,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.25,0.10599857851712002,-0.7659296757092733,0.10599857851712002,-0.7659296757092733,0.10599857851712002,-0.7659296757092733,5.70599857851712,0.1531785082331124,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.26,0.10581955254129394,-0.7632572403141549,0.10581955254129394,-0.7632572403141549,0.10581955254129394,-0.7632572403141549,5.705819552541294,0.15585094362823082,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.27,0.1056240893269278,-0.7606034781797719,0.1056240893269278,-0.7606034781797719,0.1056240893269278,-0.7606034781797719,5.705624089326927,0.15850470576261377,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.28,0.10541265701293767,-0.7579684668109258,0.10541265701293767,-0.7579684668109258,0.10541265701293767,-0.7579684668109258,5.705412657012937,0.16113971713145991,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.29,0.10518590167729336,-0.7553522820007496,0.10518590167729336,-0.7553522820007496,0.10518590167729336,-0.7553522820007496,5.705185901677293,0.16375590194163614,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.3,0.10494462974276786,-0.7527549966296602,0.10494462974276786,-0.7527549966296602,0.10494462974276786,-0.7527549966296602,5.7049446297427675,0.16635318731272553,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.31,0.1046897922515706,-0.7501766803247641,0.1046897922515706,-0.7501766803247641,0.1046897922515706,-0.7501766803247641,5.70468979225157,0.16893150361762155,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.32,0.10442246945442424,-0.7476173983746326,0.10442246945442424,-0.7476173983746326,0.10442246945442424,-0.7476173983746326,5.704422469454424,0.1714907855677531,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.33,0.1041438503049612,-0.7450772119754043,0.1041438503049612,-0.7450772119754043,0.1041438503049612,-0.7450772119754043,5.704143850304961,0.17403097196698136,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.34,0.10385521681774978,-0.7425561772229998,0.10385521681774978,-0.7425561772229998,0.10385521681774978,-0.7425561772229998,5.703855216817749,0.17655200671938587,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.35,0.10355792458005997,-0.7400543445389144,0.10355792458005997,-0.7400543445389144,0.10355792458005997,-0.7400543445389144,5.70355792458006,0.1790538394034713,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.36,0.10325338625866376,-0.7375717590864138,0.10325338625866376,-0.7375717590864138,0.10325338625866376,-0.7375717590864138,5.703253386258663,0.18153642485597188,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.37,0.10294305253101221,-0.7351084594263122,0.10294305253101221,-0.7351084594263122,0.10294305253101221,-0.7351084594263122,5.702943052531012,0.1839997245160735,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.38,0.1026283953185887,-0.7326644777368777,0.1026283953185887,-0.7326644777368777,0.1026283953185887,-0.7326644777368777,5.702628395318588,0.186443706205508,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.39,0.10231089294753115,-0.7302398398053896,0.10231089294753115,-0.7302398398053896,0.10231089294753115,-0.7302398398053896,5.702310892947531,0.18886834413699605,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.4,0.10199201148631953,-0.7278345647922351,0.10199201148631953,-0.7278345647922351,0.10199201148631953,-0.7278345647922351,5.701992011486319,0.19127361915015062,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.41,0.10167319164111532,-0.7254486648858823,0.10167319164111532,-0.7254486648858823,0.10167319164111532,-0.7254486648858823,5.701673191641115,0.19365951905650336,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.42,0.10135583404272897,-0.7230821456796365,0.10135583404272897,-0.7230821456796365,0.10135583404272897,-0.7230821456796365,5.701355834042729,0.19602603826274922,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.43,0.10104128710305993,-0.7207350058833313,0.10104128710305993,-0.7207350058833313,0.10104128710305993,-0.7207350058833313,5.70104128710306,0.1983731780590544,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.44,0.10073083490990253,-0.7184072376145251,0.10073083490990253,-0.7184072376145251,0.10073083490990253,-0.7184072376145251,5.700730834909902,0.20070094632786062,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.45,0.10042568682181852,-0.716098826503708,0.10042568682181852,-0.716098826503708,0.10042568682181852,-0.716098826503708,5.700425686821818,0.20300935743867765,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.46,0.10012696782361541,-0.7138097516490642,0.10012696782361541,-0.7138097516490642,0.10012696782361541,-0.7138097516490642,5.700126967823615,0.20529843229332145,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.47,0.09983571303594463,-0.7115399863433312,0.09983571303594463,-0.7115399863433312,0.09983571303594463,-0.7115399863433312,5.699835713035944,0.20756819759905454,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.48,0.09955285741430586,-0.7092894978552862,0.09955285741430586,-0.7092894978552862,0.09955285741430586,-0.7092894978552862,5.6995528574143055,0.20981868608709953,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.49,0.09927923340500833,-0.7070582477764937,0.09927923340500833,-0.7070582477764937,0.09927923340500833,-0.7070582477764937,5.699279233405008,0.21204993616589196,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.5,0.09901556679576018,-0.7048461928963331,0.09901556679576018,-0.7048461928963331,0.09901556679576018,-0.7048461928963331,5.69901556679576,0.2142619910460526,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.51,0.09876247296092444,-0.7026532846924731,0.09876247296092444,-0.7026532846924731,0.09876247296092444,-0.7026532846924731,5.698762472960924,0.21645489924991257,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.52,0.09852045698242318,-0.7004794703524202,0.09852045698242318,-0.7004794703524202,0.09852045698242318,-0.7004794703524202,5.698520456982423,0.2186287135899655,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.53,0.0982899128061705,-0.6983246930275322,0.0982899128061705,-0.6983246930275322,0.0982899128061705,-0.6983246930275322,5.69828991280617,0.2207834909148535,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.54,0.09807112452156641,-0.6961888921019159,0.09807112452156641,-0.6961888921019159,0.09807112452156641,-0.6961888921019159,5.698071124521566,0.22291929184046977,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.55,0.09786426892690958,-0.6940720035557572,0.09786426892690958,-0.6940720035557572,0.09786426892690958,-0.6940720035557572,5.697864268926909,0.22503618038662854,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.56,0.09766941844506594,-0.6919739606684632,0.09766941844506594,-0.6919739606684632,0.09766941844506594,-0.6919739606684632,5.697669418445066,0.22713422327392252,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.57,0.09748654532753065,-0.6898946941355604,0.09748654532753065,-0.6898946941355604,0.09748654532753065,-0.6898946941355604,5.69748654532753,0.22921348980682532,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.58,0.09731552687547129,-0.6878341326532991,0.09731552687547129,-0.6878341326532991,0.09731552687547129,-0.6878341326532991,5.697315526875471,0.23127405128908662,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.59,0.09715615084566664,-0.685792203177713,0.09715615084566664,-0.685792203177713,0.09715615084566664,-0.685792203177713,5.697156150845666,0.23331598076467275,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.6,0.097008122195958,-0.6837688315048318,0.097008122195958,-0.6837688315048318,0.097008122195958,-0.6837688315048318,5.697008122195958,0.23533935243755388,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
3.61,0.09687107027411024,-0.6817639424415556,0.09687107027411024,-0.6817639424415556,0.09687107027411024,-0.6817639424415556,5.69687107027411,0.2373442415008301,5.6,0.9191081839423857,0.0,0.0,Vmag_get_voltage_magnitude_series__angle_get_voltage_angle_series,true,GFM,Ybus EMT reconstruction using exact complex bus-voltage phasors when available; otherwise diagnostic fallback
